Rank,Country/Territory,Continent,Area (km²),Density (per km²),Growth Rate,Year,Population
31.0,Uganda,Africa,241550,195.61,1.0304,2020,44404611
38.0,Ukraine,Europe,603500,65.7858,0.912,2020,43909666
97.0,United Arab Emirates,Asia,83600,112.9322,1.0081,2020,9287289
21.0,United Kingdom,Europe,242900,277.9289,1.0034,2020,67059474
3.0,United States,North America,9372610,36.0935,1.0038,2020,335942003
200.0,United States Virgin Islands,North America,347,286.6427,0.9937,2020,100442
133.0,Uruguay,South America,181034,18.9069,0.999,2020,3429086
43.0,Uzbekistan,Asia,447400,77.3975,1.016,2020,33526656
181.0,Vanuatu,Oceania,12189,26.8061,1.0238,2020,311685
234.0,Vatican City,Europe,1,510.0,0.998,2020,520
51.0,Venezuela,South America,916445,30.882,1.0036,2020,28490453
16.0,Vietnam,Asia,331212,296.4472,1.0074,2020,96648685
226.0,Wallis and Futuna,Oceania,142,81.493,0.9953,2020,11655
172.0,W. Sahara,Africa,266000,2.1654,1.0184,2020,556048
46.0,Yemen,Asia,527968,63.8232,1.0217,2020,32284046
63.0,Zambia,Africa,752612,26.5976,1.028,2020,18927715
74.0,Zimbabwe,Africa,390757,41.7665,1.0204,2020,15669666
,Fr. S. Antarctic Lands,Africa,390757,41.7665,1.0204,2020,15669666
,Antarctica,Africa,1400,1450.0,0.8,2020,600
36.0,Afghanistan,Asia,652230,63.0587,1.0257,2015,33753499
138.0,Albania,Europe,28748,98.8702,0.9957,2015,2882481
34.0,Algeria,Africa,2381741,18.8531,1.0164,2015,39543154
213.0,American Samoa,Oceania,199,222.4774,0.9831,2015,51368
203.0,Andorra,Europe,468,170.5641,1.01,2015,71746
42.0,Angola,Africa,1246700,28.5466,1.0315,2015,28127721
224.0,Anguilla,North America,91,174.2527,1.0066,2015,14525
201.0,Antigua and Barbuda,North America,442,212.1335,1.0058,2015,89941
33.0,Argentina,South America,2780400,16.3683,1.0052,2015,43257065
140.0,Armenia,Asia,29743,93.4831,0.9962,2015,2878595
198.0,Aruba,North America,180,591.3611,0.9991,2015,104257
55.0,Australia,Oceania,7692024,3.4032,1.0099,2015,23820236
99.0,Austria,Europe,83871,106.5877,1.002,2015,8642421
91.0,Azerbaijan,Asia,86600,119.6082,1.0044,2015,9863480
176.0,Bahamas,North America,13943,29.4043,1.0051,2015,392697
154.0,Bahrain,Asia,765,1924.4876,1.0061,2015,1362142
8.0,Bangladesh,Asia,147570,1160.035,1.0108,2015,157830000
186.0,Barbados,North America,430,654.9651,1.0015,2015,278083
96.0,Belarus,Europe,207600,45.9295,0.9955,2015,9700609
81.0,Belgium,Europe,30528,381.8111,1.0038,2015,11248303
177.0,Belize,North America,22966,17.6466,1.0131,2015,359871
77.0,Benin,Africa,112622,118.5635,1.0274,2015,10932783
206.0,Bermuda,North America,54,1188.5926,1.0,2015,63144
165.0,Bhutan,Asia,38394,20.3796,1.0064,2015,743274
80.0,Bolivia,South America,1098581,11.1272,1.012,2015,11090085
137.0,Bosnia and Herz.,Europe,51209,63.1437,0.9886,2015,3524324
144.0,Botswana,Africa,582000,4.5194,1.0162,2015,2305171
7.0,Brazil,South America,8515767,25.2841,1.0046,2015,205188205
221.0,British Virgin Islands,North America,151,207.3179,1.0059,2015,29366
175.0,Brunei,Asia,5765,77.8841,1.0081,2015,421437
108.0,Bulgaria,Europe,110879,61.1654,0.9849,2015,7309253
58.0,Burkina Faso,Africa,272967,83.0641,1.0259,2015,18718019
78.0,Burundi,Africa,27834,463.0874,1.027,2015,10727148
73.0,Cambodia,Asia,181035,92.6221,1.0108,2015,15417523
53.0,Cameroon,Africa,475442,58.7128,1.0263,2015,23012646
39.0,Canada,North America,9984670,3.8513,1.0078,2015,35732126
171.0,Cape Verde,Africa,4033,147.0739,1.0089,2015,552166
205.0,Cayman Islands,North America,264,260.25,1.0084,2015,60911
117.0,Central African Rep.,Africa,622984,8.9555,1.0224,2015,4819333
69.0,Chad,Africa,1284000,13.8032,1.0316,2015,14140274
65.0,Chile,South America,756102,25.9274,1.0057,2015,17870124
1.0,China,Asia,9706961,146.8933,1.0,2015,1393715448
28.0,Colombia,South America,1141748,45.4339,1.0069,2015,47119728
163.0,Comoros,Africa,1862,449.3953,1.0184,2015,730216
223.0,Cook Islands,Oceania,236,72.0805,1.0005,2015,17695
124.0,Costa Rica,North America,51100,101.3861,1.0052,2015,4895242
130.0,Croatia,Europe,56594,71.2153,0.9927,2015,4254815
85.0,Cuba,North America,109884,102.0366,0.9961,2015,11339894
189.0,Curacao,North America,444,430.5473,1.0043,2015,169572
158.0,N. Cyprus,Europe,9251,135.2814,1.0059,2015,1187280
,Cyprus,Europe,9251,135.2814,1.0059,2015,1187280
88.0,Czech Rep.,Europe,78865,133.0627,0.9984,2015,10523798
115.0,Denmark,Europe,43094,136.4984,1.0048,2015,5677796
160.0,Djibouti,Africa,23200,48.3125,1.0138,2015,1006259
204.0,Dominica,North America,751,96.8535,1.0045,2015,70007
84.0,Dominican Rep.,North America,48671,230.7087,1.01,2015,10405832
15.0,Dem. Rep. Congo,Africa,2344858,42.2244,1.0325,2015,78656904
67.0,Ecuador,South America,276841,65.0229,1.0114,2015,16195902
14.0,Egypt,Africa,1002450,110.7188,1.0158,2015,97723799
112.0,El Salvador,North America,21041,301.145,1.0035,2015,6231066
152.0,Eq. Guinea,Africa,28051,59.7094,1.0247,2015,1346973
132.0,Eritrea,Africa,117600,31.3268,1.0176,2015,3340006
156.0,Estonia,Europe,45227,29.3201,0.998,2015,1314657
159.0,Swaziland,Africa,17364,69.2047,1.0079,2015,1133936
12.0,Ethiopia,Africa,1104300,111.7268,1.0257,2015,102471895
231.0,Falkland Is.,South America,12173,0.3105,1.0043,2015,3408
209.0,Faroe Islands,Europe,1393,38.112,1.0038,2015,48816
162.0,Fiji,Oceania,18272,50.8847,1.0056,2015,917200
118.0,Finland,Europe,338424,16.3722,1.0009,2015,5479461
23.0,France,Europe,551695,117.1419,1.0015,2015,63809769
184.0,French Guiana,South America,83534,3.6459,1.0239,2015,257026
183.0,French Polynesia,Oceania,4167,73.5011,1.0074,2015,291787
146.0,Gabon,Africa,267668,8.9252,1.0204,2015,2028517
142.0,Gambia,Africa,10689,253.1567,1.025,2015,2253133
131.0,Georgia,Asia,69700,53.7214,0.9964,2015,3771132
19.0,Germany,Europe,357114,233.4544,0.9995,2015,82073226
47.0,Ghana,Africa,238533,140.3406,1.0196,2015,28870939
219.0,Gibraltar,Europe,6,5441.5,0.9994,2015,32520
90.0,Greece,Europe,131990,78.68,0.9942,2015,10806641
208.0,Greenland,North America,2166086,0.0261,1.004,2015,55895
193.0,Grenada,North America,344,364.6453,1.0066,2015,118980
178.0,Guadeloupe,North America,1628,243.0909,0.9992,2015,399089
191.0,Guam,Oceania,549,312.8852,1.0073,2015,167978
68.0,Guatemala,North America,108889,163.8725,1.0134,2015,16001107
207.0,Guernsey,Europe,78,811.5513,1.0037,2015,61629
75.0,Guinea,Africa,245857,56.3716,1.0242,2015,11625998
149.0,Guinea-Bissau,Africa,36125,58.2856,1.0218,2015,1788919
164.0,Guyana,South America,214969,3.7621,1.0052,2015,755031
82.0,Haiti,North America,27750,417.4773,1.012,2015,10563757
89.0,Honduras,North America,112492,92.7431,1.015,2015,9294505
104.0,Hong Kong,Asia,1104,6783.3922,0.9992,2015,7399838
94.0,Hungary,Europe,93028,107.1431,1.0265,2015,9844246
179.0,Iceland,Europe,103000,3.6204,1.0069,2015,331060
2.0,India,Asia,3287590,431.0675,1.0068,2015,1322866505
4.0,Indonesia,Asia,1904569,144.6529,1.0064,2015,259091970
17.0,Iran,Asia,1648195,53.7258,1.0071,2015,81790841
35.0,Iraq,Asia,438317,101.5158,1.0221,2015,37757813
125.0,Ireland,Europe,70273,71.4799,1.0073,2015,4665760
202.0,Isle of Man,Europe,572,147.7605,1.003,2015,83593
98.0,Israel,Asia,20770,435.1617,1.0155,2015,8007778
25.0,Italy,Europe,301336,195.9191,0.9966,2015,60232906
52.0,Côte d'Ivoire,Africa,322463,87.3295,1.0248,2015,23596741
139.0,Jamaica,North America,10991,257.2447,0.9999,2015,2794445
11.0,Japan,Asia,377930,327.9753,0.9947,2015,127250933
195.0,Jersey,Europe,116,954.9828,1.0106,2015,100561
83.0,Jordan,Asia,89342,126.3221,1.0123,2015,9494246
66.0,Kazakhstan,Asia,2724900,7.1188,1.0105,2015,17835909
27.0,Kenya,Africa,580367,93.0919,1.0193,2015,46851488
192.0,Kiribati,Oceania,811,161.815,1.0183,2015,116707
129.0,Kuwait,Asia,17818,239.5821,1.0044,2015,3908743
110.0,Kyrgyzstan,Asia,199951,33.1612,1.0158,2015,5914980
103.0,Lao PDR,Asia,236800,31.7968,1.0141,2015,6787419
151.0,Latvia,Europe,64559,28.666,0.9876,2015,1991955
119.0,Lebanon,Asia,10452,525.2334,0.9816,2015,6398940
147.0,Lesotho,Africa,30355,75.962,1.0107,2015,2118521
121.0,Liberia,Africa,111369,47.6136,1.021,2015,4612329
107.0,Libya,Africa,1759540,3.8717,1.0114,2015,6192235
216.0,Liechtenstein,Europe,160,245.7937,1.0074,2015,37355
141.0,Lithuania,Europe,65300,42.1142,0.9869,2015,2963765
168.0,Luxembourg,Europe,2586,250.425,1.0129,2015,569408
167.0,Macau,Asia,30,23172.2667,1.0125,2015,615239
50.0,Madagascar,Africa,587041,50.4423,1.0241,2015,24850912
62.0,Malawi,Africa,118484,172.22,1.0259,2015,16938942
45.0,Malaysia,Asia,330803,102.5934,1.0109,2015,31068833
174.0,Maldives,Asia,300,1745.9567,1.0045,2015,435582
59.0,Mali,Africa,1240192,18.2178,1.0314,2015,18112907
173.0,Malta,Europe,316,1687.6139,1.0124,2015,456579
215.0,Marshall Islands,Oceania,181,229.663,0.9886,2015,49410
180.0,Martinique,North America,1128,325.8041,0.9965,2015,383515
126.0,Mauritania,Africa,1030700,4.5951,1.0263,2015,3946220
157.0,Mauritius,Africa,2040,636.9946,1.0004,2015,1293153
182.0,Mayotte,Africa,374,871.9278,1.0319,2015,249545
10.0,Mexico,North America,1964375,64.9082,1.0063,2015,120149897
194.0,Micronesia,Oceania,702,162.6268,1.0091,2015,109462
135.0,Moldova,Europe,33846,96.7026,1.0691,2015,3277388
217.0,Monaco,Europe,2,18234.5,0.9941,2015,36760
134.0,Mongolia,Asia,1564110,2.1727,1.0151,2015,2964749
169.0,Montenegro,Europe,13812,45.4012,0.9988,2015,633966
230.0,Montserrat,North America,102,43.0392,0.9939,2015,5059
40.0,Morocco,Africa,446550,83.883,1.0103,2015,34680458
48.0,Mozambique,Africa,801590,41.1302,1.0278,2015,26843246
26.0,Myanmar,Asia,676578,80.0784,1.0071,2015,51483949
145.0,Namibia,Africa,825615,3.1092,1.0146,2015,2282704
225.0,Nauru,Oceania,21,603.2381,1.0125,2015,11185
49.0,Nepal,Asia,147181,207.5511,1.0171,2015,27610325
71.0,Netherlands,Europe,41850,419.6897,1.0036,2015,17041107
185.0,New Caledonia,Oceania,18575,15.6097,1.0075,2015,283032
123.0,New Zealand,Oceania,270467,19.1716,1.0108,2015,4590590
106.0,Nicaragua,North America,130373,53.2962,1.0143,2015,6298598
54.0,Niger,Africa,1267000,20.6851,1.0378,2015,20128124
6.0,Nigeria,Africa,923768,236.5759,1.0241,2015,183995785
232.0,Niue,Oceania,260,7.4385,0.9985,2015,1847
56.0,Korea,Asia,120538,216.2755,1.0038,2015,25258015
150.0,Macedonia,Europe,25713,81.4218,0.9954,2015,2107962
210.0,Northern Mariana Islands,Oceania,464,106.7909,1.0014,2015,51514
120.0,Norway,Europe,323802,16.7828,1.0058,2015,5190356
127.0,Oman,Asia,309500,14.7861,1.0123,2015,4191776
5.0,Pakistan,Asia,881912,267.4018,1.0191,2015,210969298
222.0,Palau,Oceania,459,39.3355,1.0017,2015,17794
122.0,Palestine,Asia,6220,844.063,1.0227,2015,4484614
128.0,Panama,North America,75417,58.4561,1.0132,2015,3957099
93.0,Papua New Guinea,Oceania,462840,21.9139,1.0194,2015,8682174
109.0,Paraguay,South America,406752,16.6705,1.0115,2015,6177950
44.0,Peru,South America,1285216,26.4933,1.0099,2015,30711863
13.0,Philippines,Asia,342353,337.5434,1.0147,2015,103031365
37.0,Poland,Europe,312679,127.4698,1.0404,2015,38553146
92.0,Portugal,Europe,92090,111.5307,0.9981,2015,10365435
136.0,Puerto Rico,North America,8870,366.675,0.9989,2015,3497335
143.0,Qatar,Asia,11586,232.6189,1.0026,2015,2414573
114.0,Congo,Africa,342000,17.4574,1.0231,2015,5064386
161.0,Reunion,Africa,2511,387.914,1.0082,2015,922495
64.0,Romania,Europe,238391,82.4665,1.0171,2015,19906079
9.0,Russia,Europe,17098242,8.4636,0.9973,2015,144668389
76.0,Rwanda,Africa,26338,523.0731,1.0234,2015,11642959
228.0,Saint Barthelemy,North America,21,522.2381,1.0098,2015,9643
211.0,Saint Kitts and Nevis,North America,261,182.5939,1.0011,2015,47790
190.0,Saint Lucia,North America,616,291.9756,1.0011,2015,175623
220.0,Saint Martin,North America,53,599.8302,0.9951,2015,35020
229.0,Saint Pierre and Miquelon,North America,242,24.2231,0.9964,2015,5978
199.0,Saint Vincent and the Grenadines,North America,389,267.2185,0.9963,2015,106482
188.0,Samoa,Oceania,2842,78.2484,1.0165,2015,203571
218.0,San Marino,Europe,61,551.8033,0.9975,2015,33570
187.0,Sao Tome and Principe,Africa,964,235.8714,1.0192,2015,201124
41.0,Saudi Arabia,Asia,2149690,16.9368,1.0128,2015,32749848
72.0,Senegal,Africa,196722,88.025,1.0261,2015,14356181
105.0,Serbia,Europe,88361,81.7257,0.9897,2015,7519496
196.0,Seychelles,Africa,452,236.9867,1.0061,2015,99240
102.0,Sierra Leone,Africa,71740,119.957,1.022,2015,7314773
113.0,Singapore,Asia,710,8416.4634,1.0058,2015,5650018
214.0,Sint Maarten,North America,34,1299.2647,1.003,2015,40205
116.0,Slovakia,Europe,49037,115.0856,1.0359,2015,5424444
148.0,Slovenia,Europe,20273,104.5649,1.0002,2015,2080862
166.0,Solomon Is.,Oceania,28896,25.0648,1.0232,2015,612660
70.0,Somalia,Africa,637657,27.5971,1.0312,2015,13763906
24.0,South Africa,Africa,1221037,49.0517,1.0084,2015,55876504
29.0,Dem. Rep. Korea,Asia,100210,517.0722,0.9997,2015,50994401
86.0,S. Sudan,Africa,619745,17.6091,1.0153,2015,11194299
30.0,Spain,Europe,505992,93.9909,1.0015,2015,46431342
61.0,Sri Lanka,Asia,65610,332.7563,1.0027,2015,21336697
32.0,Sudan,Africa,1886068,24.8529,1.0267,2015,38171178
170.0,Suriname,South America,163820,3.7727,1.0082,2015,575475
87.0,Sweden,Europe,450295,23.4276,1.0079,2015,9849349
101.0,Switzerland,Europe,41284,211.7157,1.0056,2015,8281732
60.0,Syria,Asia,185180,119.4797,1.0376,2015,19205178
57.0,Taiwan,Asia,36193,660.1662,1.0014,2015,23512136
95.0,Tajikistan,Asia,143100,69.5513,1.0208,2015,8524063
22.0,Tanzania,Africa,945087,69.3034,1.03,2015,52542823
20.0,Thailand,Asia,513120,139.7276,1.0013,2015,70294397
155.0,Timor-Leste,Asia,14874,90.1772,1.0154,2015,1205813
100.0,Togo,Africa,56785,155.8281,1.0236,2015,7473229
233.0,Tokelau,Oceania,12,155.9167,1.0119,2015,1454
197.0,Tonga,Oceania,747,143.0495,1.0079,2015,106122
153.0,Trinidad and Tobago,North America,5130,298.4491,1.0035,2015,1460177
79.0,Tunisia,Africa,163610,75.5218,1.0076,2015,11557779
18.0,Turkey,Asia,783562,108.9145,1.0067,2015,79646178
111.0,Turkmenistan,Asia,488100,13.1751,1.014,2015,5766431
212.0,Turks and Caicos Islands,North America,948,48.2099,1.0131,2015,36538
227.0,Tuvalu,Oceania,26,435.0769,1.0096,2015,10877
31.0,Uganda,Africa,241550,195.61,1.0304,2015,37477356
38.0,Ukraine,Europe,603500,65.7858,0.912,2015,44982564
97.0,United Arab Emirates,Asia,83600,112.9322,1.0081,2015,8916899
21.0,United Kingdom,Europe,242900,277.9289,1.0034,2015,65224364
3.0,United States,North America,9372610,36.0935,1.0038,2015,324607776
200.0,United States Virgin Islands,North America,347,286.6427,0.9937,2015,102803
133.0,Uruguay,South America,181034,18.9069,0.999,2015,3402818
43.0,Uzbekistan,Asia,447400,77.3975,1.016,2015,30949417
181.0,Vanuatu,Oceania,12189,26.8061,1.0238,2015,276438
234.0,Vatican City,Europe,1,510.0,0.998,2015,564
51.0,Venezuela,South America,916445,30.882,1.0036,2015,30529716
16.0,Vietnam,Asia,331212,296.4472,1.0074,2015,92191398
226.0,Wallis and Futuna,Oceania,142,81.493,0.9953,2015,12182
172.0,W. Sahara,Africa,266000,2.1654,1.0184,2015,491824
46.0,Yemen,Asia,527968,63.8232,1.0217,2015,28516545
63.0,Zambia,Africa,752612,26.5976,1.028,2015,16248230
74.0,Zimbabwe,Africa,390757,41.7665,1.0204,2015,14154937
,Fr. S. Antarctic Lands,Africa,390757,41.7665,1.0204,2015,14154937
,Antarctica,Africa,1400,1450.0,0.8,2015,700
36.0,Afghanistan,Asia,652230,63.0587,1.0257,2010,28189672
138.0,Albania,Europe,28748,98.8702,0.9957,2010,2913399
34.0,Algeria,Africa,2381741,18.8531,1.0164,2010,35856344
213.0,American Samoa,Oceania,199,222.4774,0.9831,2010,54849
203.0,Andorra,Europe,468,170.5641,1.01,2010,71519
42.0,Angola,Africa,1246700,28.5466,1.0315,2010,23364185
224.0,Anguilla,North America,91,174.2527,1.0066,2010,13172
201.0,Antigua and Barbuda,North America,442,212.1335,1.0058,2010,85695
33.0,Argentina,South America,2780400,16.3683,1.0052,2010,41100123
140.0,Armenia,Asia,29743,93.4831,0.9962,2010,2946293
198.0,Aruba,North America,180,591.3611,0.9991,2010,100341
55.0,Australia,Oceania,7692024,3.4032,1.0099,2010,22019168
99.0,Austria,Europe,83871,106.5877,1.002,2010,8362829
91.0,Azerbaijan,Asia,86600,119.6082,1.0044,2010,9237202
176.0,Bahamas,North America,13943,29.4043,1.0051,2010,373272
154.0,Bahrain,Asia,765,1924.4876,1.0061,2010,1213645
8.0,Bangladesh,Asia,147570,1160.035,1.0108,2010,148391139
186.0,Barbados,North America,430,654.9651,1.0015,2010,274711
96.0,Belarus,Europe,207600,45.9295,0.9955,2010,9731427
81.0,Belgium,Europe,30528,381.8111,1.0038,2010,10877947
177.0,Belize,North America,22966,17.6466,1.0131,2010,322106
77.0,Benin,Africa,112622,118.5635,1.0274,2010,9445710
206.0,Bermuda,North America,54,1188.5926,1.0,2010,63447
165.0,Bhutan,Asia,38394,20.3796,1.0064,2010,705516
80.0,Bolivia,South America,1098581,11.1272,1.012,2010,10223270
137.0,Bosnia and Herz.,Europe,51209,63.1437,0.9886,2010,3811088
144.0,Botswana,Africa,582000,4.5194,1.0162,2010,2091664
7.0,Brazil,South America,8515767,25.2841,1.0046,2010,196353492
221.0,British Virgin Islands,North America,151,207.3179,1.0059,2010,27556
175.0,Brunei,Asia,5765,77.8841,1.0081,2010,396053
108.0,Bulgaria,Europe,110879,61.1654,0.9849,2010,7592273
58.0,Burkina Faso,Africa,272967,83.0641,1.0259,2010,16116845
78.0,Burundi,Africa,27834,463.0874,1.027,2010,9126605
73.0,Cambodia,Asia,181035,92.6221,1.0108,2010,14363532
53.0,Cameroon,Africa,475442,58.7128,1.0263,2010,19878036
39.0,Canada,North America,9984670,3.8513,1.0078,2010,33963412
171.0,Cape Verde,Africa,4033,147.0739,1.0089,2010,521212
205.0,Cayman Islands,North America,264,260.25,1.0084,2010,54074
117.0,Central African Rep.,Africa,622984,8.9555,1.0224,2010,4660067
69.0,Chad,Africa,1284000,13.8032,1.0316,2010,11894727
65.0,Chile,South America,756102,25.9274,1.0057,2010,17004162
1.0,China,Asia,9706961,146.8933,1.0,2010,1348191368
28.0,Colombia,South America,1141748,45.4339,1.0069,2010,44816108
163.0,Comoros,Africa,1862,449.3953,1.0184,2010,656024
223.0,Cook Islands,Oceania,236,72.0805,1.0005,2010,17212
124.0,Costa Rica,North America,51100,101.3861,1.0052,2010,4622252
130.0,Croatia,Europe,56594,71.2153,0.9927,2010,4368682
85.0,Cuba,North America,109884,102.0366,0.9961,2010,11290417
189.0,Curacao,North America,444,430.5473,1.0043,2010,159380
158.0,N. Cyprus,Europe,9251,135.2814,1.0059,2010,1129686
,Cyprus,Europe,9251,135.2814,1.0059,2010,1129686
88.0,Czech Rep.,Europe,78865,133.0627,0.9984,2010,10464749
115.0,Denmark,Europe,43094,136.4984,1.0048,2010,5550849
160.0,Djibouti,Africa,23200,48.3125,1.0138,2010,919199
204.0,Dominica,North America,751,96.8535,1.0045,2010,68755
84.0,Dominican Rep.,North America,48671,230.7087,1.01,2010,9775755
15.0,Dem. Rep. Congo,Africa,2344858,42.2244,1.0325,2010,66391257
67.0,Ecuador,South America,276841,65.0229,1.0114,2010,14989585
14.0,Egypt,Africa,1002450,110.7188,1.0158,2010,87252413
112.0,El Salvador,North America,21041,301.145,1.0035,2010,6114034
152.0,Eq. Guinea,Africa,28051,59.7094,1.0247,2010,1094524
132.0,Eritrea,Africa,117600,31.3268,1.0176,2010,3147727
156.0,Estonia,Europe,45227,29.3201,0.998,2010,1331535
159.0,Swaziland,Africa,17364,69.2047,1.0079,2010,1099920
12.0,Ethiopia,Africa,1104300,111.7268,1.0257,2010,89237791
231.0,Falkland Is.,South America,12173,0.3105,1.0043,2010,3187
209.0,Faroe Islands,Europe,1393,38.112,1.0038,2010,48410
162.0,Fiji,Oceania,18272,50.8847,1.0056,2010,905169
118.0,Finland,Europe,338424,16.3722,1.0009,2010,5363271
23.0,France,Europe,551695,117.1419,1.0015,2010,62444567
184.0,French Guiana,South America,83534,3.6459,1.0239,2010,228453
183.0,French Polynesia,Oceania,4167,73.5011,1.0074,2010,283788
146.0,Gabon,Africa,267668,8.9252,1.0204,2010,1711105
142.0,Gambia,Africa,10689,253.1567,1.025,2010,1937275
131.0,Georgia,Asia,69700,53.7214,0.9964,2010,3836831
19.0,Germany,Europe,357114,233.4544,0.9995,2010,81325090
47.0,Ghana,Africa,238533,140.3406,1.0196,2010,25574719
219.0,Gibraltar,Europe,6,5441.5,0.9994,2010,31262
90.0,Greece,Europe,131990,78.68,0.9942,2010,11033783
208.0,Greenland,North America,2166086,0.0261,1.004,2010,56351
193.0,Grenada,North America,344,364.6453,1.0066,2010,114039
178.0,Guadeloupe,North America,1628,243.0909,0.9992,2010,403072
191.0,Guam,Oceania,549,312.8852,1.0073,2010,164905
68.0,Guatemala,North America,108889,163.8725,1.0134,2010,14543121
207.0,Guernsey,Europe,78,811.5513,1.0037,2010,60782
75.0,Guinea,Africa,245857,56.3716,1.0242,2010,10270728
149.0,Guinea-Bissau,Africa,36125,58.2856,1.0218,2010,1567220
164.0,Guyana,South America,214969,3.7621,1.0052,2010,747932
82.0,Haiti,North America,27750,417.4773,1.012,2010,9842880
89.0,Honduras,North America,112492,92.7431,1.015,2010,8450933
104.0,Hong Kong,Asia,1104,6783.3922,0.9992,2010,7132438
94.0,Hungary,Europe,93028,107.1431,1.0265,2010,9986825
179.0,Iceland,Europe,103000,3.6204,1.0069,2010,318333
2.0,India,Asia,3287590,431.0675,1.0068,2010,1240613620
4.0,Indonesia,Asia,1904569,144.6529,1.0064,2010,244016173
17.0,Iran,Asia,1648195,53.7258,1.0071,2010,75373855
35.0,Iraq,Asia,438317,101.5158,1.0221,2010,31264875
125.0,Ireland,Europe,70273,71.4799,1.0073,2010,4524585
202.0,Isle of Man,Europe,572,147.7605,1.003,2010,83828
98.0,Israel,Asia,20770,435.1617,1.0155,2010,7328445
25.0,Italy,Europe,301336,195.9191,0.9966,2010,59822450
52.0,Côte d'Ivoire,Africa,322463,87.3295,1.0248,2010,21120042
139.0,Jamaica,North America,10991,257.2447,0.9999,2010,2733896
11.0,Japan,Asia,377930,327.9753,0.9947,2010,128105431
195.0,Jersey,Europe,116,954.9828,1.0106,2010,96151
83.0,Jordan,Asia,89342,126.3221,1.0123,2010,6931258
66.0,Kazakhstan,Asia,2724900,7.1188,1.0105,2010,16627837
27.0,Kenya,Africa,580367,93.0919,1.0193,2010,41517895
192.0,Kiribati,Oceania,811,161.815,1.0183,2010,107995
129.0,Kuwait,Asia,17818,239.5821,1.0044,2010,2943356
110.0,Kyrgyzstan,Asia,199951,33.1612,1.0158,2010,5483774
103.0,Lao PDR,Asia,236800,31.7968,1.0141,2010,6323418
151.0,Latvia,Europe,64559,28.666,0.9876,2010,2101530
119.0,Lebanon,Asia,10452,525.2334,0.9816,2010,4995800
147.0,Lesotho,Africa,30355,75.962,1.0107,2010,2022747
121.0,Liberia,Africa,111369,47.6136,1.021,2010,4019956
107.0,Libya,Africa,1759540,3.8717,1.0114,2010,6491988
216.0,Liechtenstein,Europe,160,245.7937,1.0074,2010,35926
141.0,Lithuania,Europe,65300,42.1142,0.9869,2010,3139019
168.0,Luxembourg,Europe,2586,250.425,1.0129,2010,507070
167.0,Macau,Asia,30,23172.2667,1.0125,2010,557297
50.0,Madagascar,Africa,587041,50.4423,1.0241,2010,21731053
62.0,Malawi,Africa,118484,172.22,1.0259,2010,14718422
45.0,Malaysia,Asia,330803,102.5934,1.0109,2010,28717731
174.0,Maldives,Asia,300,1745.9567,1.0045,2010,361575
59.0,Mali,Africa,1240192,18.2178,1.0314,2010,15529181
173.0,Malta,Europe,316,1687.6139,1.0124,2010,418755
215.0,Marshall Islands,Oceania,181,229.663,0.9886,2010,53416
180.0,Martinique,North America,1128,325.8041,0.9965,2010,392181
126.0,Mauritania,Africa,1030700,4.5951,1.0263,2010,3419461
157.0,Mauritius,Africa,2040,636.9946,1.0004,2010,1283330
182.0,Mayotte,Africa,374,871.9278,1.0319,2010,211786
10.0,Mexico,North America,1964375,64.9082,1.0063,2010,112532401
194.0,Micronesia,Oceania,702,162.6268,1.0091,2010,107588
135.0,Moldova,Europe,33846,96.7026,1.0691,2010,3678186
217.0,Monaco,Europe,2,18234.5,0.9941,2010,33178
134.0,Mongolia,Asia,1564110,2.1727,1.0151,2010,2702520
169.0,Montenegro,Europe,13812,45.4012,0.9988,2010,631044
230.0,Montserrat,North America,102,43.0392,0.9939,2010,4938
40.0,Morocco,Africa,446550,83.883,1.0103,2010,32464865
48.0,Mozambique,Africa,801590,41.1302,1.0278,2010,23073723
26.0,Myanmar,Asia,676578,80.0784,1.0071,2010,49390988
145.0,Namibia,Africa,825615,3.1092,1.0146,2010,2099271
225.0,Nauru,Oceania,21,603.2381,1.0125,2010,10241
49.0,Nepal,Asia,147181,207.5511,1.0171,2010,27161567
71.0,Netherlands,Europe,41850,419.6897,1.0036,2010,16617116
185.0,New Caledonia,Oceania,18575,15.6097,1.0075,2010,261426
123.0,New Zealand,Oceania,270467,19.1716,1.0108,2010,4346338
106.0,Nicaragua,North America,130373,53.2962,1.0143,2010,5855734
54.0,Niger,Africa,1267000,20.6851,1.0378,2010,16647543
6.0,Nigeria,Africa,923768,236.5759,1.0241,2010,160952853
232.0,Niue,Oceania,260,7.4385,0.9985,2010,1812
56.0,Korea,Asia,120538,216.2755,1.0038,2010,24686435
150.0,Macedonia,Europe,25713,81.4218,0.9954,2010,2093828
210.0,Northern Mariana Islands,Oceania,464,106.7909,1.0014,2010,54087
120.0,Norway,Europe,323802,16.7828,1.0058,2010,4889741
127.0,Oman,Asia,309500,14.7861,1.0123,2010,2881914
5.0,Pakistan,Asia,881912,267.4018,1.0191,2010,194454498
222.0,Palau,Oceania,459,39.3355,1.0017,2010,18540
122.0,Palestine,Asia,6220,844.063,1.0227,2010,3992278
128.0,Panama,North America,75417,58.4561,1.0132,2010,3623617
93.0,Papua New Guinea,Oceania,462840,21.9139,1.0194,2010,7583269
109.0,Paraguay,South America,406752,16.6705,1.0115,2010,5768613
